Id,Name,English,Source,Descriptor,School,Alchemist,AntiPaladin,Bard,Cleric,Druid,Inquisitor,Summoner,Magus,Oracle,Paladin,Ranger,Witch,Wizard,Components,Range,Target,CastingTime,Summary,FrUrl,EnUrl
litany-of-entanglement,Litanie d'enchevêtrement,Litany of Entanglement,uc,LanguageDependent,Conjuration,,2,,,,3,,,,2,,,,"Verbal, Somatic, DivineFocus",Close,une créature,SwiftAction,Enchevêtre une créature pendant un round.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Litanie denchevêtrement.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/litanyOfEntanglement.html
locate-creature,Localisation de créature,Locate Creature,,None,Divination,,,4,,,,3,,,,,4,4,"Verbal, Somatic, Material",Long,"cercle de 120 m de rayon + 12 m/niveau (80 c + 8 c/niveau), centré sur le jeteur de sorts",SimpleAction,Indique la direction d'une créature connue.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Localisation de créature.ashx,http://paizo.com/pathfinderRPG/prd/spells/locateCreature#locate-creature
locate-object,Localisation d'objet,Locate Object,,None,Divination,,,2,3,,3,,,,,,3,2,"Verbal, Somatic, FocusOrDivineFocus",Long,"cercle de 120 m de rayon + 12 m/niveau (80 c + 8 c/niveau), centré sur le jeteur de sorts",SimpleAction,Indique la direction de l'objet cherché.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Localisation dobjet.ashx,http://paizo.com/pathfinderRPG/prd/spells/locateObject#locate-object
discern-location,Localisation suprême,Discern Location,,None,Divination,,,,8,,,6,,,,,8,8,"Verbal, Somatic, DivineFocus",Unlimited,1 créature ou 1 objet,10 Minute,Localise précisément une créature ou un objet.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Localisation suprême.ashx,http://paizo.com/pathfinderRPG/prd/spells/discernLocation#dicern-location
rainbow-pattern,Lueur d'arc-en-ciel,Rainbow Pattern,,None,Illusion,,,4,,,,,,,,,,4,Verbal,Medium,lueurs multicolores dans une étendue de 6 m/4 cases de rayon,SimpleAction,Fascine jusqu'à 24 DV de créatures.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Lueur darc-en-ciel.ashx,http://paizo.com/pathfinderRPG/prd/spells/rainbowPattern#rainbow-pattern
faerie-fire,Lueur féerique,Faerie Fire,,None,Evocation,,,,,1,,,,,,,,,"Verbal, Somatic, DivineFocus",Long,"créatures et objets pris dans un rayonnement de 1,50 m (1 c) de rayon",SimpleAction,"Illumine le sujet (annule flou, camouflage, etc.).",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Lueur féerique.ashx,http://paizo.com/pathfinderRPG/prd/spells/faerieFire#faerie-fire
hypnotic-pattern,Lueurs hypnotiques,Hypnotic Pattern,,None,Illusion,,,2,,,,,,,,,,2,Verbal,Medium,lueurs multicolores dans une étendue de 3 m (2 c) de rayon,SimpleAction,Fascine (2d4 + niveau) DV de créatures.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Lueurs hypnotiques.ashx,http://paizo.com/pathfinderRPG/prd/spells/hypnoticPattern#hypnotic-pattern
searing-light,Lumière brûlante,Searing Light,,None,Evocation,,,,3,,3,,,,,,,,"Verbal, Somatic",Medium,rayon,SimpleAction,1d8 points de dégâts/2 niveaux ; plus contre les morts-vivants.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Lumière brûlante.ashx,http://paizo.com/pathfinderRPG/prd/spells/searingLight#searing-light
daylight,Lumière du jour,Daylight,,None,Evocation,,,3,3,3,3,,3,,3,,,3,"Verbal, Somatic",Touch,objet touché,SimpleAction,Vive lumière sur 18 m de rayon.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Lumière du jour.ashx,http://paizo.com/pathfinderRPG/prd/spells/daylight#daylight
judgment-light,Lumière du jugement,Judgment Light,uc,Light,Evocation,,,,,,4,,,,,,,,"Verbal, Somatic",Personal,rayon de 9 m (6 c),SimpleAction,Le personnage gagne un effet supplémentaire tant que son jugement est actif.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Lumière du jugement.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/judgmentLight.html
light,Lumière,Light,,None,Evocation,,,0,0,0,0,0,0,,,,0,0,"Verbal, FocusOrDivineFocus",Touch,objet touché,SimpleAction,Fait briller un objet comme une torche.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Lumière.ashx,http://paizo.com/pathfinderRPG/prd/spells/light#light
dancing-lights,Lumières dansantes,Dancing Lights,,None,Evocation,,,0,,,,,0,,,,0,0,"Verbal, Somatic",Medium,jusqu’à 4 lumières devant se trouver dans un rayon de 3 m (2 c),SimpleAction,Crée torches ou autres lueurs.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Lumières dansantes.ashx,http://paizo.com/pathfinderRPG/prd/spells/dancingLights#dancing-lights
lockjaw,Mâchoires d'acier,Lockjaw,apg,None,Transmutation,,,,,2,,,,,,2,,,"Verbal, Somatic, Material",Touch,créature touchée,SimpleAction,La créature gagne l’aptitude étreinte avec une attaque naturelle.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Mâchoires dacier.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/lockjaw.html#_lockjaw
shadow-evocation-greater,Magie des ombres suprême,"Shadow Evocation, Greater",,Shadow,Illusion,,,,,,,,,,,,,8,"Verbal, Somatic",voir description,voir description,SimpleAction,"Comme magie des ombres, mais jusqu'au 7e niveau ; 60 % sont réelles.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Magie des ombres suprême.ashx,http://paizo.com/pathfinderRPG/prd/spells/shadowEvocation#shadow-evocation-greater
shadow-evocation,Magie des ombres,Shadow Evocation,,Shadow,Illusion,,,5,,,,,,,,,,5,"Verbal, Somatic",voir description,voir description,SimpleAction,Reproduit les évocations de 4e niveau ou moins ; 20 % sont réelles.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Magie des ombres.ashx,http://paizo.com/pathfinderRPG/prd/spells/shadowEvocation#shadow-evocation
crushing-hand,Main broyeuse,Crushing Hand,,None,Evocation,,,,,,,,,,,,,9,"Verbal, Somatic, Focus",Medium,main de 3 m/2 c de long,SimpleAction,"Main géante qui abrite, pousse ou attaque.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Main broyeuse.ashx,http://paizo.com/pathfinderRPG/prd/spells/crushingHand#crushing-hand
helping-hand,Main du berger,Helping Hand,,None,Evocation,,,,3,,,,,,,,,,"Verbal, Somatic, DivineFocus","7,5 km",main spectrale,SimpleAction,Guide le sujet jusqu'au PJ.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Main du berger.ashx,http://paizo.com/pathfinderRPG/prd/spells/helpingHand#helping-hand
forceful-hand,Main impérieuse,Forceful Hand,,None,Evocation,,,,,,,,6,,,,,6,"Verbal, Somatic, Focus",Medium,main de 3 m/2 c de long,SimpleAction,Main repoussant les adversaires.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Main impérieuse.ashx,http://paizo.com/pathfinderRPG/prd/spells/forcefulHand#forceful-hand
interposing-hand,Main interposée,Interposing Hand,,None,Evocation,,,,,,,,5,,,,,5,"Verbal, Somatic, Focus",Medium,main de 3 m/2 c de long,SimpleAction,Abri contre un adversaire.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Main interposée.ashx,http://paizo.com/pathfinderRPG/prd/spells/interposingHand#interposing-hand
spectral-hand,Main spectrale,Spectral Hand,,None,Necromancy,,,,,,,,,,,,2,2,"Verbal, Somatic",Medium,1 main spectrale,SimpleAction,Main désincarnée portant des attaques de contact.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Main spectrale.ashx,http://paizo.com/pathfinderRPG/prd/spells/spectralHand#spectral-hand
pilfering-hand,Main vagabonde,Pilfering Hand,uc,None,Evocation,,,2,2,,,,2,,,,,2,Somatic,Close,un objet,SimpleAction,Le personnage peut prendre un objet ou le manipuler de loin.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Main vagabonde.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/pilferingHand.html
burning-hands,Mains brûlantes,Burning Hands,,None,Evocation,,,,,,,,1,,,,1,1,"Verbal, Somatic",3 Squares,rayonnement en forme de cône,SimpleAction,1d4 points de dégâts de feu/niveau (max. 5d4).,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Mains brûlantes.ashx,http://paizo.com/pathfinderRPG/prd/spells/burningHands#burning-hands
touch-of-gracelessness,Maladresse,Touch of Gracelessness,apg,None,Transmutation,,,1,,,,,,,,,,1,"Verbal, Somatic",Touch,créature touchée,SimpleAction,Le sujet perd 1d6+1 Dex/2 niveaux et risque de tomber.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Maladresse.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/touchOfGracelessness.html#_touch-of-gracelessness
crafter's-curse,Malchance de l'artisan,Crafter's Curse,apg,Curse,Transmutation,,,,,,,,,,,,,1,"Verbal, Somatic, Material",Close,une créature,SimpleAction,Le sujet perd -5 au prochain test d’Artisanat.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Malchance de lartisan.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/craftersCurse.html#_crafter-s-curse
bestow-curse,Malédiction,Bestow Curse,,Curse,Necromancy,,3,,3,,,,,,,,3,4,"Verbal, Somatic",Touch,créature touchée,SimpleAction,"-6 à une caractéristique, -4 aux jets d'attaque, aux jets de sauvegarde et aux tests de compétence, ou 50 % de chances de perdre chaque action.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.sort Malédiction.ashx,http://paizo.com/pathfinderRPG/prd/spells/bestowCurse#bestow-curse
curse-of-disgust,Malédiction de dégoût,Curse of Disgust,um,"MindAffecting, Curse, Emotion",Enchantment,,,3,,,,,,,,,5,5,"Verbal, Somatic",Close,une créature,SimpleAction,Cible fiévreuse quand elle voit le déclencheur.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Malédiction de dégoût.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/curseOfDisgust.html#_curse-of-disgust
curse-water,Malédiction de l'eau,Curse Water,,None,Necromancy,,1,,1,,1,,,,,,,,"Verbal, Somatic, Material",Touch,flasque d’eau touchée,1 Minute,Crée de l'eau maudite.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Malédiction de leau.ashx,http://paizo.com/pathfinderRPG/prd/spells/curseWater#curse-water
curse-of-magic-negation,Malédiction de négation magique,Curse of Magic Negation,um,Curse,Abjuration,,,,5,,4,,,,,,4,4,"Verbal, Somatic, Material",Medium,une créature,1 Round,La cible est affectée par la plaie magique de négation.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Malédiction de négation magique.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/curseOfMagicNegation.html#_curse-of-magic-negation
curse-major,Malédiction majeure,"Curse, Major",um,Curse,Necromancy,,,,5,,,,,,,,5,6,"Verbal, Somatic",Close,une créature,SimpleAction,Comme malédiction mais plus difficile à dissiper.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Malédiction majeure.ashx,"http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/curse.html#_curse,-major"
mage-hand,Manipulation à distance,Mage Hand,,None,Transmutation,,,0,,,,0,0,,,,,0,"Verbal, Somatic",Close,"objet non-magique pesant jusqu’à 2,5 kg et n’étant porté ou tenu par personne",SimpleAction,"Télékinésie limitée (2,5 kg max.).",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Manipulation à distance.ashx,http://paizo.com/pathfinderRPG/prd/spells/mageHand#mage-hand
sculpt-sound,Manipulation des sons,Sculpt Sound,,None,Transmutation,,,3,,,,,,,,,,,"Verbal, Somatic",Close,"1 créature ou 1 objet/niveau, distants de moins de 9 m (6 c) les uns des autres",SimpleAction,Altère les sons ou en crée de nouveaux.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Manipulation des sons.ashx,http://paizo.com/pathfinderRPG/prd/spells/sculptSound#sculpt-sound
mage's-magnificent-mansion,Manoir somptueux,Mage's Magnificent Mansion,,None,Conjuration,,,,,,,,,,,,,7,"Verbal, Somatic, Focus",Close,manoir extradimensionnel dont le volume fait jusqu’à 3 cubes de 3 m (2 c) d’arête/niveau (F),SimpleAction,Demeure extradimensionnelle.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Manoir somptueux.ashx,http://paizo.com/pathfinderRPG/prd/spells/mageSMagnificentMansion#mage-s-magnificent-mansion
wrathful-mantle,Manteau de colère,Wrathful Mantle,apg,None,Evocation,,,,3,,,,,,3,,,,"Verbal, Somatic, DivineFocus","contact ou 1,50 m (1 case(s)) (voir description)","créature touchée ou toutes les créatures dans un rayon de 1,50 m (1 c) ; voir texte",SimpleAction,La cible gagne +1/quatre niveaux à tous les jets de sauvegarde.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Manteau de colère.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/wrathfulMantle.html#_wrathful-mantle
cape-of-wasps,Manteau de guêpes,Cape of Wasps,um,None,Conjuration,,,,,4,,,,,,,4,,"Verbal, Somatic",Personal,lanceur de sorts,SimpleAction,Une nuée de guêpes défend ou porte le personnage.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Manteau de guêpes.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/capeOfWasps.html#_cape-of-wasps
cloak-of-dreams,Manteau de rêves,Cloak of Dreams,apg,None,Enchantment,,,5,,,,,,,,,6,6,"Verbal, Somatic, Material",1 Squares,"émanation de 1,50 m (1 c) centrée sur le lanceur de sorts",1 Round,"Les créatures vivantes situées dans un rayon de 1,5 m s’endorment.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Manteau de rêves.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/cloakOfDreams.html#_cloak-of-dreams
cloak-of-winds,Manteau de vent,Cloak of Winds,apg,Air,Abjuration,,,,,3,,,3,,,3,,3,"Verbal, Somatic",Close,une créature vivante,SimpleAction,Crée un écran de vents violents autour du personnage.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Manteau de vent.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/cloakOfWinds.html#_cloak-of-winds
cloak-of-shade,Manteau d'ombre,Cloak of Shade,apg,None,Abjuration,,,,,1,,,,,,1,,,"Verbal, Somatic, Material",Touch,une créature par niveau,SimpleAction,Réduit les effets de l’exposition au soleil et à la châleur.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Manteau dombre.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/cloakOfShade.html#_cloak-of-shade
cloak-of-chaos,Manteau du Chaos,Cloak Of Chaos,,None,Abjuration,,,,8,,,,,,,,,,"Verbal, Somatic, Focus",4 Squares,1 créature/niveau dans un rayonnement de 6 m (4 c) de rayon à partir du prêtre,SimpleAction,"+4 à la CA, bonus de résistance de +4 et RM de 25 contre les sorts de la Loi.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Manteau du Chaos.ashx,http://paizo.com/pathfinderRPG/prd/spells/cloakOfChaos#cloak-of-chaos
seamantle,Manteau marin,Seamantle,apg,Air,Abjuration,,,,,8,,,,,,,,8,"Verbal, Somatic, Material",Personal,lanceur de sorts,SimpleAction,Enveloppe la créature d’une couche d’eau protectrice.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Manteau marin.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/seamantle.html#_seamantle
air-walk-communal,Marche dans les airs (partagé),"Air Walk, Communal",uc,None,Transmutation,4,,,5,5,,,,,,4,,,"Verbal, Somatic, DivineFocus",Touch,créatures touchées,SimpleAction,Comme marche dans les airs mais la durée d’effet se divise entre les créatures touchées.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marche dans les airs (partagé).ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/airWalk.html
air-walk,Marche dans les airs,Air Walk,,None,Transmutation,4,,,4,4,,,,,,,,,"Verbal, Somatic, DivineFocus",Touch,créature touchée (taille Gig maximum),SimpleAction,Le sujet marche dans les airs comme sur la terre ferme.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marche dans les airs.ashx,http://paizo.com/pathfinderRPG/prd/spells/airWalk#air-walk
water-walk-communal,Marche sur l'onde (partagé),"Water Walk, Communal",uc,None,Transmutation,,,,4,4,,,,,,,,,"Verbal, Somatic, DivineFocus",Touch,créatures touchées,SimpleAction,Comme  marche sur l’onde mais la durée d’effet se divise entre les créatures touchées.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marche sur londe (partagé).ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/waterWalk.html
water-walk,Marche sur l'onde,Water Walk,,None,Transmutation,,,,3,,,,,,,3,3,,"Verbal, Somatic, DivineFocus",Touch,1 créature touchée/niveau,SimpleAction,Permet de marcher sur l'eau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marche sur londe.ashx,http://paizo.com/pathfinderRPG/prd/spells/waterWalk#water-walk
skinsend,Marionnette de peau,Skinsend,um,None,Necromancy,2,,,,,,,,,,,2,2,"Verbal, Somatic",Personal,une créature,1 Minute,Anime et possède la peau du personnage comme une créature séparée.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marionnette de peau.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/skinsend.html#_skinsend
mark-of-justice,Marque de la justice,Mark Of Justice,,Curse,Necromancy,,,,5,,5,,,,4,,5,,"Verbal, Somatic, DivineFocus",Touch,créature touchée,10 Minute,Définit une condition maudissant la cible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marque de la justice.ashx,http://paizo.com/pathfinderRPG/prd/spells/markOfJustice#mark-of-justice
brand-greater,Marque supérieure,"Brand, Greater",apg,Curse,Transmutation,,,,,,4,,,,,,,,"Verbal, Somatic, DivineFocus",Touch,créature touchée,1 Round,Crée une marque permanente sur la cible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marque supérieure.ashx,"http://paizo.com/pathfinderRPG/prd/advanced/spells/brand.html#_brand,-greater"
brand,Marque,Brand,apg,Curse,Transmutation,,,,,,0,,,,,,,,"Verbal, Somatic, DivineFocus",Touch,créature touchée,SimpleAction,Crée une marque permanente sur la cible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marque.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/brand.html#_brand
marks-of-forbiddance,Marques d'interdiction,Marks Of Forbiddance,apg,None,Abjuration,,,,,,,,,,3,,,,"Verbal, Somatic",Close,un ennemi et un allié,SimpleAction,2 créatures doivent réussir des jets de Volonté si elles veulent s’attaquer.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marques dinterdiction.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/marksOfForbiddance.html#_marks-of-forbiddance
arboreal-hammer,Marteau arboricole,Arboreal Hammer,um,None,Transmutation,,,,,4,,,,,,,,,"Verbal, Somatic, DivineFocus",Medium,un arbre de taille TG ou plus grand,SimpleAction,Les branches des arbres attaquent les ennemis.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marteau arboricole.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/arborealHammer.html#_arboreal-hammer
chaos-hammer,Marteau du chaos,Chaos Hammer,,Chaotic,Evocation,,,,4,,4,,,,,,,,"Verbal, Somatic",Medium,zone de 6 m (4 c) de rayon,SimpleAction,Blesse et ralentit les créatures Loyales (1d8 pts de dégâts/2 niveaux).,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Marteau du chaos.ashx,http://paizo.com/pathfinderRPG/prd/spells/chaosHammer#chaos-hammer
eyebite,Mauvais œil,Eyebite,,"Emotion, Pain",Necromancy,6,,6,,,,,,,,,6,6,"Verbal, Somatic",Close,1 créature vivante,SimpleAction,"Cible paniquée, fiévreuse et comateuse.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Mauvais œil.ashx,http://paizo.com/pathfinderRPG/prd/spells/eyebite#eyebite
ill-omen,Mauvais présage,Ill Omen,apg,"MindAffecting, Curse",Enchantment,,,,,,,,,,,,1,,"Verbal, Somatic, Material",Close,1 créature,SimpleAction,La cible lance deux fois les dés pour les tests et les attaques et prend le résultat le moins bon.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.mauvais présage.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/illOmen.html#_ill-omen
mnemonic-enhancer,Mémorisation,Mnemonic Enhancer,,None,Transmutation,,,,,,,,,,,,,4,"Verbal, Somatic, Material",Personal,le jeteur de sorts,10 Minute,Permet de préparer des sorts supplémentaires ou d'en récupérer un que l'on vient de lancer. Magiciens uniquement.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Mémorisation.ashx,http://paizo.com/pathfinderRPG/prd/spells/mnemonicEnhancer#mnemonic-enhancer
leashed-shackles,Menottes scellées,Leashed Shackles,um,Force,Evocation,,,,,,4,,,,,,,6,"Verbal, Somatic",Medium,une créature,SimpleAction,La cible est limitée à un certain périmètre.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Menottes scellées.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/leashedShackles.html#_leashed-shackles
utter-contempt,Mépris absolu,Utter Contempt,um,Emotion,Enchantment,,3,4,,,,,,,,,,6,"Verbal, Somatic, Material",Close,une créature,SimpleAction,L'attitude de la cible empire de deux crans.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Mépris absolu.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/utterContempt.html#_utter-contempt
message,Message,Message,,None,Transmutation,,,0,,,,0,,,,,0,0,"Verbal, Somatic, Focus",Medium,1 créature/niveau,SimpleAction,Conversation à distance.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Message.ashx,http://paizo.com/pathfinderRPG/prd/spells/message#message
animal-messenger,Messager animal,Animal Messenger,,None,Enchantment,,,2,,2,,,,,,1,,,"Verbal, Somatic, Material",Close,1 animal de taille TP,1 Minute,Envoie un animal de taille TP en un lieu donné.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Messager animal.ashx,http://paizo.com/pathfinderRPG/prd/spells/animalMessenger#animal-messenger
heat-metal,Métal brûlant,Heat Metal,,Fire,Transmutation,,,,,2,,,,,,,,,"Verbal, Somatic, DivineFocus",Close,"l’équipement métallique de 1 créature/2 niveaux, distantes de moins de 9 m (6 c) les unes des autres, ou 12,5 kg de métal/niveau, contenu dans un cercle de 9 m (6 c) de rayon",SimpleAction,Chauffe le métal et inflige des dégâts à qui le touche.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Métal brûlant.ashx,http://paizo.com/pathfinderRPG/prd/spells/heatMetal#heat-metal
chill-metal,Métal gelé,Chill Metal,,Cold,Transmutation,,,,,2,,,,,,,,,"Verbal, Somatic, DivineFocus",Close,"l’équipement métallique de 1 créature/2 niveaux, distantes de moins de 9 m (6 c) les unes des autres ; ou 12,5 kg de métal/niveau, contenu dans un cercle de 9 m (6 c) de rayon",SimpleAction,Gèle le métal et inflige des dégâts à qui le touche.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Métal gelé.ashx,http://paizo.com/pathfinderRPG/prd/spells/chillMetal#chill-metal
sun-metal,Métal solaire,Sun Metal,uc,Fire,Transmutation,,,,1,,,,,,1,1,,,"Verbal, Somatic",Touch,une arme de corps à corps,SimpleAction,L’arme touchée émet une gerbe de flammes.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Métal solaire.ashx,http://paizo.com/pathfinderRPG/prd/ultimateCombat/spells/sunMetal.html
animal-shapes,Métamorphose animale,Animal Shapes,,None,Transmutation,,,,,8,,,,,,,,,"Verbal, Somatic, DivineFocus",Close,"jusqu’à 1 créature consentante/niveau, distantes de moins de 9 m (6 c) les unes des autres",SimpleAction,Un allié/niveau se transforme en un animal choisi.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Métamorphose animale.ashx,http://paizo.com/pathfinderRPG/prd/spells/animalShapes#animal-shapes
baleful-polymorph,Métamorphose funeste,Baleful Polymorph,,None,Transmutation,,,,,5,,4,5,,,,5,5,"Verbal, Somatic",Close,1 créature,SimpleAction,Transforme le sujet en animal inoffensif.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Métamorphose funeste.ashx,http://paizo.com/pathfinderRPG/prd/spells/balefulPolymorph#baleful-polymorph
polymorph-greater,Métamorphose suprême,"Polymorph, Greater",,None,Transmutation,,,,,,,,,,,,,7,"Verbal, Somatic, Material",Touch,créature vivante touchée,SimpleAction,"Donne une nouvelle forme, plus puissante, à une cible consentante.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Métamorphose suprême.ashx,http://paizo.com/pathfinderRPG/prd/spells/polymorph#polymorph-greater
polymorph-any-object,Métamorphose universelle,Polymorph Any Object,,None,Transmutation,,,,,,,,,,,,,8,"Verbal, Somatic, FocusOrDivineFocus",Close,1 créature ou 1 objet non magique (jusqu’à un cube de 3 m (2 c) de côté/niveau),SimpleAction,Transforme n'importe quoi en n'importe quoi d'autre.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Métamorphose universelle.ashx,http://paizo.com/pathfinderRPG/prd/spells/polymorphAnyObject#polymorph-any-object
polymorph,Métamorphose,Polymorph,,None,Transmutation,5,,,,,,,,,,,,5,"Verbal, Somatic, Material",Touch,créature vivante touchée,SimpleAction,Change la forme du sujet.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.métamorphose.ashx,http://paizo.com/pathfinderRPG/prd/spells/polymorph#polymorph
miracle,Miracle,Miracle,,None,Evocation,,,,9,,,,,,,,,,"Verbal, Somatic",voir description,voir description,SimpleAction,Demande l'aide du dieu.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Miracle.ashx,http://paizo.com/pathfinderRPG/prd/spells/miracle#miracle
mirage-arcana,Mirage,Mirage Arcana,,None,Illusion,,,5,,,,,,,,,,5,"Verbal, Somatic",Long,1 cube de 6 m (4 c) d’arête/niveau (F),SimpleAction,"Comme terrain hallucinatoire, plus structures artificielles.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.mirage.ashx,http://paizo.com/pathfinderRPG/prd/spells/mirageArcana#mirage-arcana
harm,Mise à mal,Harm,,None,Necromancy,,,,6,,6,,,,,,7,,"Verbal, Somatic",Touch,créature touchée,SimpleAction,Inflige 10 points de dégâts/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Mise à mal.ashx,http://paizo.com/pathfinderRPG/prd/spells/harm#harm
death-knell,Mise à mort,Death Knell,,None,Necromancy,,1,,2,,2,,,,,,2,,"Verbal, Somatic",Touch,créature vivante touchée,SimpleAction,"Achève une créature mourante ; le PJ gagne temporairement 1d8 pv, +2 en Force et +1 niveau de lanceur de sorts.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Mise à mort.ashx,http://paizo.com/pathfinderRPG/prd/spells/deathKnell#death-knell
miserable-pity,Misérable pitié,Miserable Pity,um,"MindAffecting, Emotion",Abjuration,,,2,,,,,,,,,2,2,"Verbal, Somatic",Touch,une créature touchée,SimpleAction,L'adversaire ne peut pas attaquer une créature pathétique.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Misérable pitié.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/miserablePity.html#_miserable-pity
